datetime,offpeak,shoulder,peak,export,bat_charge,Bat_Charge_Energy,Bat_Discharge_Energy,house_load,gen_price,fit_price,aemo_price,pe_datetime,solar_gen,Import_kWh
2025-12-19 00:04:59,,,,0.004,unavailable,unavailable,unavailable,0.1,0.21,0.21,0.1887,2025-12-19 00:04:59,0,0
2025-12-19 00:09:59,,,,0.008,unavailable,unavailable,unavailable,0.1,0.29,0.29,0.1826,2025-12-19 00:09:59,0.0001,0
2025-12-19 00:14:59,,,,0.012,unavailable,unavailable,unavailable,0.1,0.22,0.22,0.1892,2025-12-19 00:14:59,0.0002,0
2025-12-19 00:19:59,,,,0.016,unavailable,unavailable,unavailable,0.1,0.24,0.24,0.1806,2025-12-19 00:19:59,0.0002,0
2025-12-19 00:24:59,,,,0.02,unavailable,unavailable,unavailable,0.1,0.22,0.22,0.1774,2025-12-19 00:24:59,0.0003,0
2025-12-19 00:29:59,,,,0.024,unavailable,unavailable,unavailable,0.2,0.2,0.2,0.159,2025-12-19 00:29:59,0.0004,0
2025-12-19 00:34:59,,,,0.028,unavailable,unavailable,unavailable,0.2,0.19,0.19,0.174,2025-12-19 00:34:59,0.0004,0
2025-12-19 00:39:59,,,,0.032,unavailable,unavailable,unavailable,0.2,0.2,0.2,0.1833,2025-12-19 00:39:59,0.0004,0
2025-12-19 00:44:59,,,,0.036,unavailable,unavailable,unavailable,0.2,0.18,0.18,0.1829,2025-12-19 00:44:59,0.0006,0
2025-12-19 00:49:59,,,,0.04,unavailable,unavailable,unavailable,0.3,0.19,0.19,0.159,2025-12-19 00:49:59,0.0006,0
2025-12-19 00:54:59,,,,0.044,unavailable,unavailable,unavailable,0.3,0.2,0.2,0.175,2025-12-19 00:54:59,0.0007,0
2025-12-19 00:58:59,,,,0.046,0,0,0,0.3,0.2,0.2,0.1479,2025-12-19 00:58:59,0.0008,0
2025-12-19 01:03:59,,,,0.048,0,0,0,0.3,0.24,0.24,0.159,2025-12-19 01:03:59,0.0008,0
2025-12-19 01:04:59,,,,0.052,unavailable,unavailable,unavailable,0.3,0.21,0.21,0.159,2025-12-19 01:04:59,0.0008,0
2025-12-19 01:09:59,,,,0.056,unavailable,unavailable,unavailable,0.3,0.22,0.22,0.159,2025-12-19 01:09:59,0.001,0
2025-12-19 01:14:59,,,,0.06,unavailable,unavailable,unavailable,0.4,0.22,0.22,0.1353,2025-12-19 01:14:59,0.001,0
2025-12-19 01:19:59,,,,0.064,unavailable,unavailable,unavailable,0.4,0.22,0.22,0.159,2025-12-19 01:19:59,0.0011,0
2025-12-19 01:24:59,,,,0.068,unavailable,unavailable,unavailable,0.4,0.21,0.21,0.1348,2025-12-19 01:24:59,0.0012,0
2025-12-19 01:29:59,,,,0.072,unavailable,unavailable,unavailable,0.4,0.21,0.21,0.1154,2025-12-19 01:29:59,0.0012,0
2025-12-19 01:34:59,,,,0.076,unavailable,unavailable,unavailable,0.4,0.2,0.2,0.1378,2025-12-19 01:34:59,0.0013,0
2025-12-19 01:39:59,,,,0.08,unavailable,unavailable,unavailable,0.5,0.2,0.2,0.1055,2025-12-19 01:39:59,0.0014,0
2025-12-19 01:44:59,,,,0.084,unavailable,unavailable,unavailable,0.5,0.2,0.2,0.1209,2025-12-19 01:44:59,0.0014,0
2025-12-19 01:49:59,,,,0.087,unavailable,unavailable,unavailable,0.5,0.19,0.19,0.1243,2025-12-19 01:49:59,0.0015,0
2025-12-19 01:54:59,,,,0.091,unavailable,unavailable,unavailable,0.5,0.2,0.2,0.159,2025-12-19 01:54:59,0.0016,0
2025-12-19 01:58:59,,,,0.093,0,0,0,0.5,0.2,0.2,0.1034,2025-12-19 01:58:59,0.0016,0
2025-12-19 02:03:59,,,,0.095,0,0,0,0.5,0.17,0.17,0.1107,2025-12-19 02:03:59,0.0018,0
2025-12-19 02:04:59,,,,0.099,unavailable,unavailable,unavailable,0.6,0.18,0.18,0.1107,2025-12-19 02:04:59,0.0018,0
2025-12-19 02:09:59,,,,0.103,unavailable,unavailable,unavailable,0.6,0.16,0.16,0.1167,2025-12-19 02:09:59,0.0018,0
2025-12-19 02:14:59,,,,0.107,unavailable,unavailable,unavailable,0.6,0.17,0.17,0.1243,2025-12-19 02:14:59,0.0019,0
2025-12-19 02:19:59,,,,0.111,unavailable,unavailable,unavailable,0.6,0.16,0.16,0.1243,2025-12-19 02:19:59,0.002,0
2025-12-19 02:24:59,,,,0.115,unavailable,unavailable,unavailable,0.6,0.16,0.16,0.1392,2025-12-19 02:24:59,0.002,0
2025-12-19 02:29:59,,,,0.119,unavailable,unavailable,unavailable,0.7,0.17,0.17,0.125,2025-12-19 02:29:59,0.0021,0
2025-12-19 02:34:59,,,,0.123,unavailable,unavailable,unavailable,0.7,0.15,0.15,0.1125,2025-12-19 02:34:59,0.0022,0
2025-12-19 02:39:59,,,,0.127,unavailable,unavailable,unavailable,0.7,0.15,0.15,0.1133,2025-12-19 02:39:59,0.0022,0
2025-12-19 02:44:59,,,,0.131,unavailable,unavailable,unavailable,0.7,0.14,0.14,0.1167,2025-12-19 02:44:59,0.0022,0
2025-12-19 02:49:59,,,,0.135,unavailable,unavailable,unavailable,0.7,0.14,0.14,0.1125,2025-12-19 02:49:59,0.0024,0
2025-12-19 02:54:59,,,,0.139,unavailable,unavailable,unavailable,0.8,0.14,0.14,0.1126,2025-12-19 02:54:59,0.0024,0
2025-12-19 02:58:59,,,,0.141,0,0,0,0.8,0.14,0.14,0.1118,2025-12-19 02:58:59,0.0025,0
2025-12-19 03:03:59,,,,0.143,0,0,0,0.8,0.14,0.14,0.111,2025-12-19 03:03:59,0.0025,0
2025-12-19 03:04:59,,,,0.147,unavailable,unavailable,unavailable,0.8,0.14,0.14,0.111,2025-12-19 03:04:59,0.0025,0
2025-12-19 03:09:59,,,,0.151,unavailable,unavailable,unavailable,0.8,0.14,0.14,0.1041,2025-12-19 03:09:59,0.0026,0
2025-12-19 03:14:59,,,,0.155,unavailable,unavailable,unavailable,0.8,0.14,0.14,0.1094,2025-12-19 03:14:59,0.0026,0
2025-12-19 03:19:59,,,,0.158,unavailable,unavailable,unavailable,0.9,0.14,0.14,0.1044,2025-12-19 03:19:59,0.0027,0
2025-12-19 03:24:59,,,,0.162,unavailable,unavailable,unavailable,0.9,0.14,0.14,0.091,2025-12-19 03:24:59,0.0028,0
2025-12-19 03:29:59,,,,0.166,unavailable,unavailable,unavailable,1,0.14,0.14,0.11,2025-12-19 03:29:59,0.0029,0
2025-12-19 03:34:59,,,,0.17,unavailable,unavailable,unavailable,1,0.14,0.14,0.0904,2025-12-19 03:34:59,0.003,0
2025-12-19 03:39:59,,,,0.174,unavailable,unavailable,unavailable,1,0.14,0.14,0.0904,2025-12-19 03:39:59,0.003,0
2025-12-19 03:44:59,,,,0.177,unavailable,unavailable,unavailable,1,0.14,0.14,0.0895,2025-12-19 03:44:59,0.0032,0
2025-12-19 03:49:59,,,,0.182,unavailable,unavailable,unavailable,1.1,0.13,0.13,0.0892,2025-12-19 03:49:59,0.0032,0
2025-12-19 03:54:59,,,,0.185,unavailable,unavailable,unavailable,1.1,0.12,0.12,0.089,2025-12-19 03:54:59,0.0033,0
2025-12-19 03:58:59,,,,0.187,0,0,0,1.1,0.12,0.12,0.0843,2025-12-19 03:58:59,0.0034,0
2025-12-19 04:03:59,,,,0.189,0,0,0,1.1,0.14,0.14,0.0871,2025-12-19 04:03:59,0.0034,0
2025-12-19 04:04:59,,,,0.193,unavailable,unavailable,unavailable,1.1,0.13,0.13,0.0871,2025-12-19 04:04:59,0.0034,0
2025-12-19 04:09:59,,,,0.197,unavailable,unavailable,unavailable,1.1,0.13,0.13,0.0877,2025-12-19 04:09:59,0.0036,0
2025-12-19 04:14:59,,,,0.201,unavailable,unavailable,unavailable,1.2,0.13,0.13,0.0839,2025-12-19 04:14:59,0.0036,0
2025-12-19 04:19:59,,,,0.205,unavailable,unavailable,unavailable,1.2,0.12,0.12,0.0848,2025-12-19 04:19:59,0.0036,0
2025-12-19 04:24:59,,,,0.209,unavailable,unavailable,unavailable,1.2,0.12,0.12,0.0865,2025-12-19 04:24:59,0.0036,0
2025-12-19 04:29:59,,,,0.213,unavailable,unavailable,unavailable,1.2,0.12,0.12,0.0861,2025-12-19 04:29:59,0.0038,0
2025-12-19 04:34:59,,,,0.217,unavailable,unavailable,unavailable,1.2,0.12,0.12,0.0858,2025-12-19 04:34:59,0.0038,0
2025-12-19 04:39:59,,,,0.22,unavailable,unavailable,unavailable,1.3,0.11,0.11,0.0857,2025-12-19 04:39:59,0.0039,0
2025-12-19 04:44:59,,,,0.224,unavailable,unavailable,unavailable,1.3,0.1,0.1,0.0852,2025-12-19 04:44:59,0.0039,0
2025-12-19 04:49:59,,,,0.228,unavailable,unavailable,unavailable,1.3,0.1,0.1,0.0852,2025-12-19 04:49:59,0.0039,0
2025-12-19 04:54:59,,,,0.232,unavailable,unavailable,unavailable,1.3,0.1,0.1,0.0858,2025-12-19 04:54:59,0.004,0
2025-12-19 04:58:59,,,,0.234,0,0,0,1.3,0.1,0.1,0.0846,2025-12-19 04:58:59,0.004,0
2025-12-19 05:03:59,,,,0.236,0,0,0,1.3,0.1,0.1,0.0862,2025-12-19 05:03:59,0.004,0
2025-12-19 05:04:59,,,,0.24,unavailable,unavailable,unavailable,1.4,0.1,0.1,0.0862,2025-12-19 05:04:59,0.004,0
2025-12-19 05:09:59,,,,0.244,unavailable,unavailable,unavailable,1.4,0.1,0.1,0.0845,2025-12-19 05:09:59,0.004,0
2025-12-19 05:14:59,,,,0.248,unavailable,unavailable,unavailable,1.4,0.1,0.1,0.0844,2025-12-19 05:14:59,0.0041,0
2025-12-19 05:19:59,,,,0.252,unavailable,unavailable,unavailable,1.4,0.1,0.1,0.0851,2025-12-19 05:19:59,0.0042,0
2025-12-19 05:24:59,,,,0.256,unavailable,unavailable,unavailable,1.4,0.09,0.09,0.0839,2025-12-19 05:24:59,0.0042,0
2025-12-19 05:29:59,,,,0.26,unavailable,unavailable,unavailable,1.5,0.09,0.09,0.0833,2025-12-19 05:29:59,0.0042,0
2025-12-19 05:34:59,,,,0.264,unavailable,unavailable,unavailable,1.5,0.11,0.11,0.0725,2025-12-19 05:34:59,0.0043,0
2025-12-19 05:39:59,,,,0.268,unavailable,unavailable,unavailable,1.5,0.1,0.1,0.075,2025-12-19 05:39:59,0.0044,0
2025-12-19 05:44:59,,,,0.271,unavailable,unavailable,unavailable,1.5,0.1,0.1,0.0625,2025-12-19 05:44:59,0.0045,0
2025-12-19 05:49:59,,,,0.275,unavailable,unavailable,unavailable,1.6,0.1,0.1,0.0571,2025-12-19 05:49:59,0.0077,0
2025-12-19 05:54:59,,,,0.279,unavailable,unavailable,unavailable,1.6,0.1,0.1,0.0571,2025-12-19 05:54:59,0.0094,0
2025-12-19 05:58:59,,,,0.28,0,0,0,1.6,0.1,0.1,0.0522,2025-12-19 05:58:59,0.0244,0
2025-12-19 06:03:59,,,,0.282,0,0,0,1.6,0.09,0.09,0.036,2025-12-19 06:03:59,0.0244,0
2025-12-19 06:04:59,,,,0.286,unavailable,unavailable,unavailable,1.7,0.12,0.12,0.036,2025-12-19 06:04:59,0.0244,0
2025-12-19 06:09:59,,,,0.29,unavailable,unavailable,unavailable,1.7,0.11,0.11,0.0399,2025-12-19 06:09:59,0.0456,0
2025-12-19 06:14:59,,,,0.294,unavailable,unavailable,unavailable,1.7,0.1,0.1,0.0005,2025-12-19 06:14:59,0.0828,0
2025-12-19 06:19:59,,,,0.299,unavailable,unavailable,unavailable,1.7,0.1,0.1,0.0405,2025-12-19 06:19:59,0.1024,0
2025-12-19 06:24:59,,,,0.304,unavailable,unavailable,unavailable,1.8,0.1,0.1,0.0005,2025-12-19 06:24:59,0.1413,0
2025-12-19 06:29:59,,,,0.314,unavailable,unavailable,unavailable,1.8,0.1,0.1,0.0359,2025-12-19 06:29:59,0.1978,0
2025-12-19 06:34:59,,,,0.331,unavailable,unavailable,unavailable,1.8,0.09,0.09,0.0,2025-12-19 06:34:59,0.2199,0
2025-12-19 06:39:59,,,,0.356,unavailable,unavailable,unavailable,1.8,0.09,0.09,0.0335,2025-12-19 06:39:59,0.2476,0
2025-12-19 06:44:59,,,,0.387,unavailable,unavailable,unavailable,1.9,0.08,0.08,0.0318,2025-12-19 06:44:59,0.3105,0
2025-12-19 06:49:59,,,,0.426,unavailable,unavailable,unavailable,1.9,0.08,0.08,0.0426,2025-12-19 06:49:59,0.3973,0
2025-12-19 06:54:59,,,,0.469,unavailable,unavailable,unavailable,1.9,0.07,0.07,0.0359,2025-12-19 06:54:59,0.4951,0
2025-12-19 06:58:59,,,,0.472,0,0,0,1.9,0.07,0.07,0.015,2025-12-19 06:58:59,0.5692,0
2025-12-19 07:03:59,,,,0.475,0,0,0,2,0.07,0.07,0.034,2025-12-19 07:03:59,0.6215,0
2025-12-19 07:04:59,,,,0.481,unavailable,unavailable,unavailable,2.1,0.06,0.06,0.034,2025-12-19 07:04:59,0.6215,0
2025-12-19 07:09:59,,,,0.516,unavailable,unavailable,unavailable,2.1,0.05,0.05,0.0484,2025-12-19 07:09:59,0.7327,0
2025-12-19 07:14:59,,,,0.548,unavailable,unavailable,unavailable,2.2,0.03,0.03,0.0658,2025-12-19 07:14:59,0.8479,0
2025-12-19 07:19:59,,,,0.596,unavailable,unavailable,unavailable,2.2,0.03,0.03,0.0374,2025-12-19 07:19:59,0.9066,0
2025-12-19 07:24:59,,,,0.651,unavailable,unavailable,unavailable,2.2,0.03,0.03,0.0664,2025-12-19 07:24:59,1.031,0
2025-12-19 07:29:59,,,,0.683,unavailable,unavailable,unavailable,2.3,0.04,0.04,0.0476,2025-12-19 07:29:59,1.0907,0
2025-12-19 07:34:59,,,,0.752,unavailable,unavailable,unavailable,2.4,0.04,0.04,0.0693,2025-12-19 07:34:59,1.2183,0
2025-12-19 07:39:59,,,,0.828,unavailable,unavailable,unavailable,2.4,0.03,0.03,0.0688,2025-12-19 07:39:59,1.3485,0
2025-12-19 07:44:59,,,,0.91,unavailable,unavailable,unavailable,2.4,0.03,0.03,0.0636,2025-12-19 07:44:59,1.4795,0
2025-12-19 07:49:59,,,,1.008,unavailable,unavailable,unavailable,2.5,0.03,0.03,0.0606,2025-12-19 07:49:59,1.5458,0
2025-12-19 07:54:59,,,,1.115,unavailable,unavailable,unavailable,2.5,0.03,0.03,0.0704,2025-12-19 07:54:59,1.6961,0
2025-12-19 07:58:59,,,,1.169,0,0,0,2.5,0.03,0.03,0.0578,2025-12-19 07:58:59,1.7785,0
2025-12-19 08:03:59,,,,1.222,0,0,0,2.5,0.03,0.03,0.0405,2025-12-19 08:03:59,1.9626,0
2025-12-19 08:04:59,,,,1.302,unavailable,unavailable,unavailable,2.6,0.03,0.03,0.0405,2025-12-19 08:04:59,1.9626,0
2025-12-19 08:09:59,,,,1.385,unavailable,unavailable,unavailable,2.7,0.04,0.04,0.0628,2025-12-19 08:09:59,2.1667,0
2025-12-19 08:14:59,,,,1.483,unavailable,unavailable,unavailable,2.8,0.04,0.04,0.0584,2025-12-19 08:14:59,2.386,0
2025-12-19 08:19:59,,,,1.593,unavailable,unavailable,unavailable,2.8,0.04,0.04,0.0571,2025-12-19 08:19:59,2.4947,0
2025-12-19 08:24:59,,,,1.715,unavailable,unavailable,unavailable,2.9,0.05,0.05,0.077,2025-12-19 08:24:59,2.7376,0
2025-12-19 08:29:59,,,,1.851,unavailable,unavailable,unavailable,3,0.02,0.02,0.077,2025-12-19 08:29:59,2.996,0
2025-12-19 08:34:59,,,,1.999,unavailable,unavailable,unavailable,3.1,0.05,0.05,0.0872,2025-12-19 08:34:59,3.1408,0
2025-12-19 08:39:59,,,,2.145,unavailable,unavailable,unavailable,3.2,0.04,0.04,0.1122,2025-12-19 08:39:59,3.4501,0
2025-12-19 08:44:59,,,,2.269,unavailable,unavailable,unavailable,3.3,0.05,0.05,0.1156,2025-12-19 08:44:59,3.7726,0
2025-12-19 08:49:59,,,,2.45,unavailable,unavailable,unavailable,3.4,0.06,0.06,0.1058,2025-12-19 08:49:59,3.9303,0
2025-12-19 08:54:59,,,,2.619,unavailable,unavailable,unavailable,3.5,0.07,0.07,0.1141,2025-12-19 08:54:59,4.277,0
2025-12-19 08:58:59,,,,2.664,0,0,0,3.5,0.07,0.07,0.0859,2025-12-19 08:58:59,4.4599,0
2025-12-19 09:03:59,,,,2.708,0,0,0,3.6,0.02,0.02,0.1167,2025-12-19 09:03:59,4.8557,0
2025-12-19 09:04:59,,,,2.842,unavailable,unavailable,unavailable,3.7,0.04,0.04,0.1167,2025-12-19 09:04:59,4.8557,0
2025-12-19 09:09:59,,,,3.077,unavailable,unavailable,unavailable,3.8,0.04,0.04,0.1183,2025-12-19 09:09:59,5.2504,0
2025-12-19 09:14:59,,,,3.325,unavailable,unavailable,unavailable,3.9,0.05,0.05,0.1373,2025-12-19 09:14:59,5.6688,0
2025-12-19 09:19:59,,,,3.584,unavailable,unavailable,unavailable,4,0.05,0.05,0.0947,2025-12-19 09:19:59,5.6689,0
2025-12-19 09:24:59,,,,3.854,unavailable,unavailable,unavailable,4.1,0.07,0.07,0.089,2025-12-19 09:24:59,6.1052,0
2025-12-19 09:29:59,,,,4.135,unavailable,unavailable,unavailable,4.2,0.03,0.03,0.1058,2025-12-19 09:29:59,6.7932,0
2025-12-19 09:34:59,,,,4.417,unavailable,unavailable,unavailable,4.3,0.06,0.06,0.1384,2025-12-19 09:34:59,7.0293,0
2025-12-19 09:39:59,,,,4.634,unavailable,unavailable,unavailable,4.6,0.08,0.08,0.1571,2025-12-19 09:39:59,7.5154,0
2025-12-19 09:44:59,,,,5.382,unavailable,unavailable,unavailable,4.9,0.1,0.1,0.1347,2025-12-19 09:44:59,7.9874,0
2025-12-19 09:49:59,,,,6.112,unavailable,unavailable,unavailable,5.2,0.1,0.1,0.1459,2025-12-19 09:49:59,8.2256,0
2025-12-19 09:54:59,,,,6.752,unavailable,unavailable,unavailable,5.5,0.11,0.11,0.1579,2025-12-19 09:54:59,8.4682,0
2025-12-19 09:58:59,,,,7.006,0,0,0,5.5,0.11,0.11,0.136,2025-12-19 09:58:59,9.2238,0
2025-12-19 10:03:59,,,,7.259,0,0,0,5.9,0.05,0.05,0.4118,2025-12-19 10:03:59,9.2238,0
2025-12-19 10:04:59,,,,7.262,unavailable,unavailable,unavailable,6.2,0.09,0.09,0.4118,2025-12-19 10:04:59,9.2238,0
2025-12-19 10:09:59,,,,7.265,unavailable,unavailable,unavailable,6.6,0.11,0.11,0.075,2025-12-19 10:09:59,10.0878,0
2025-12-19 10:14:59,,,,7.267,unavailable,unavailable,unavailable,6.9,0.11,0.11,0.4064,2025-12-19 10:14:59,10.6842,0
2025-12-19 10:19:59,,,,7.27,unavailable,unavailable,unavailable,7.3,0.12,0.12,0.2409,2025-12-19 10:19:59,10.6842,0
2025-12-19 10:24:59,,,,7.273,unavailable,unavailable,unavailable,7.7,0.12,0.12,0.2999,2025-12-19 10:24:59,11.6108,0
2025-12-19 10:29:59,,,,7.276,unavailable,unavailable,unavailable,8.1,0.11,0.11,0.2409,2025-12-19 10:29:59,12.2444,0
2025-12-19 10:34:59,,,,7.278,unavailable,unavailable,unavailable,8.4,0.13,0.13,0.2509,2025-12-19 10:34:59,12.5652,0
2025-12-19 10:39:59,,,,7.28,unavailable,unavailable,unavailable,8.8,0.16,0.16,0.3964,2025-12-19 10:39:59,13.2205,0
2025-12-19 10:44:59,,,,7.283,unavailable,unavailable,unavailable,9.3,0.15,0.15,0.0361,2025-12-19 10:44:59,13.5582,0
2025-12-19 10:49:59,,,,7.285,unavailable,unavailable,unavailable,9.7,0.16,0.16,0.4017,2025-12-19 10:49:59,14.2221,0
2025-12-19 10:54:59,,,,7.286,unavailable,unavailable,unavailable,10.2,0.16,0.16,0.3673,2025-12-19 10:54:59,14.9011,0.001
2025-12-19 10:58:59,,,,7.287,0,0,0,10.2,0.16,0.16,0.3796,2025-12-19 10:58:59,15.59,0.06
2025-12-19 11:03:59,,,,7.288,0,0,0,10.6,0.21,0.21,0.3723,2025-12-19 11:03:59,15.9351,0.118
2025-12-19 11:04:59,,,,7.288,unavailable,unavailable,unavailable,11.2,0.23,0.23,0.3723,2025-12-19 11:04:59,15.9351,1.082
2025-12-19 11:09:59,,,,7.288,unavailable,unavailable,unavailable,12.1,0.27,0.27,0.3714,2025-12-19 11:09:59,16.2821,2.065
2025-12-19 11:14:59,,,,7.288,unavailable,unavailable,unavailable,13,0.3,0.3,0.3577,2025-12-19 11:14:59,16.9969,3.048
2025-12-19 11:19:59,,,,7.288,unavailable,unavailable,unavailable,13.7,0.32,0.32,0.3482,2025-12-19 11:19:59,17.7219,4.022
2025-12-19 11:24:59,,,,7.288,unavailable,unavailable,unavailable,14.3,0.31,0.31,0.5382,2025-12-19 11:24:59,18.4483,4.973
2025-12-19 11:29:59,,,,7.288,unavailable,unavailable,unavailable,15.1,0.21,0.21,-0.013,2025-12-19 11:29:59,19.1921,5.951
2025-12-19 11:34:59,,,,7.288,unavailable,unavailable,unavailable,15.9,0.29,0.29,-0.0129,2025-12-19 11:34:59,19.565,6.927
2025-12-19 11:39:59,,,,7.288,unavailable,unavailable,unavailable,16.6,0.26,0.26,-0.0086,2025-12-19 11:39:59,20.3155,7.891
2025-12-19 11:44:59,,,,7.288,unavailable,unavailable,unavailable,17.3,0.19,0.19,0.0,2025-12-19 11:44:59,20.6927,8.838
2025-12-19 11:49:59,,,,7.288,unavailable,unavailable,unavailable,17.9,0.34,0.34,0.0401,2025-12-19 11:49:59,21.4529,9.753
2025-12-19 11:54:59,,,,7.288,unavailable,unavailable,unavailable,18.5,0.26,0.26,0.08,2025-12-19 11:54:59,22.2223,10.661
2025-12-19 11:58:59,,,,7.288,0,0,0,18.5,0.26,0.26,0.08,2025-12-19 11:58:59,22.9969,11.118
2025-12-19 12:03:59,,,,7.288,0,0,0,19.1,0.34,0.34,0.1164,2025-12-19 12:03:59,23.3879,11.574
2025-12-19 12:04:59,,,,7.288,unavailable,unavailable,unavailable,19.8,0.32,0.32,0.1164,2025-12-19 12:04:59,23.3879,12.474
2025-12-19 12:09:59,,,,7.288,unavailable,unavailable,unavailable,20.4,0.26,0.26,0.1522,2025-12-19 12:09:59,24.1706,13.371
2025-12-19 12:14:59,,,,7.288,unavailable,unavailable,unavailable,21,0.38,0.38,0.1739,2025-12-19 12:14:59,24.9524,14.265
2025-12-19 12:19:59,,,,7.288,unavailable,unavailable,unavailable,21.5,0.37,0.37,0.1568,2025-12-19 12:19:59,25.3472,15.022
2025-12-19 12:24:59,,,,7.288,unavailable,unavailable,unavailable,21.9,0.41,0.41,0.2056,2025-12-19 12:24:59,26.1447,15.727
2025-12-19 12:29:59,,,,7.288,unavailable,unavailable,unavailable,22.4,0.36,0.36,14.0007,2025-12-19 12:29:59,26.9478,16.429
2025-12-19 12:34:59,,,,7.288,unavailable,unavailable,unavailable,22.8,-0.01,-0.01,0.0049,2025-12-19 12:34:59,27.3528,17.117
2025-12-19 12:39:59,,,,7.288,unavailable,unavailable,unavailable,23.3,-0.01,-0.01,0.0332,2025-12-19 12:39:59,28.1725,17.803
2025-12-19 12:44:59,,,,7.288,unavailable,unavailable,unavailable,23.7,-0.01,-0.01,0.0444,2025-12-19 12:44:59,28.9955,18.487
2025-12-19 12:49:59,,,,7.288,unavailable,unavailable,unavailable,24.1,0.01,0.01,0.087,2025-12-19 12:49:59,29.4088,19.17
2025-12-19 12:54:59,,,,7.288,unavailable,unavailable,unavailable,24.6,0.02,0.02,0.0788,2025-12-19 12:54:59,30.2348,19.837
2025-12-19 12:58:59,,,,7.288,0,0,0,24.6,0.02,0.02,0.0894,2025-12-19 12:58:59,31.0654,20.222
2025-12-19 13:03:59,,,,7.288,0,0,0,25.2,0.05,0.05,0.1197,2025-12-19 13:03:59,31.4835,20.608
2025-12-19 13:04:59,,,,7.288,unavailable,unavailable,unavailable,25.7,0.05,0.05,0.1197,2025-12-19 13:04:59,31.4835,21.349
2025-12-19 13:09:59,,,,7.288,unavailable,unavailable,unavailable,26.2,0.15,0.15,0.1434,2025-12-19 13:09:59,32.3226,22.084
2025-12-19 13:14:59,,,,7.288,unavailable,unavailable,unavailable,26.9,0.17,0.17,0.165,2025-12-19 13:14:59,33.1721,22.957
2025-12-19 13:19:59,,,,7.288,unavailable,unavailable,unavailable,27.4,0.16,0.16,0.1072,2025-12-19 13:19:59,33.6011,23.662
2025-12-19 13:24:59,,,,7.288,unavailable,unavailable,unavailable,28,0.18,0.18,0.1899,2025-12-19 13:24:59,34.4695,24.427
2025-12-19 13:29:59,,,,7.288,unavailable,unavailable,unavailable,28.7,0.34,0.34,0.1493,2025-12-19 13:29:59,35.341,25.268
2025-12-19 13:34:59,,,,7.288,unavailable,unavailable,unavailable,29.4,0.02,0.02,0.0998,2025-12-19 13:34:59,35.7779,26.101
2025-12-19 13:39:59,,,,7.288,unavailable,unavailable,unavailable,29.8,0.05,0.05,0.0782,2025-12-19 13:39:59,36.6194,26.764
2025-12-19 13:44:59,,,,7.288,unavailable,unavailable,unavailable,30.3,0.05,0.05,0.0694,2025-12-19 13:44:59,37.2884,27.121
2025-12-19 13:49:59,,,,7.574,unavailable,unavailable,unavailable,30.8,0.06,0.06,14.001,2025-12-19 13:49:59,37.7275,27.131
2025-12-19 13:54:59,,,,7.878,unavailable,unavailable,unavailable,31.2,0.06,0.06,14.0008,2025-12-19 13:54:59,38.6095,27.131
2025-12-19 13:58:59,,,,8.055,0,0,0,31.2,0.06,0.06,6.3883,2025-12-19 13:58:59,39.4912,27.131
2025-12-19 14:03:59,,,,8.232,0,0,0,31.6,0.23,0.23,2.597,2025-12-19 14:03:59,39.9347,27.131
2025-12-19 14:04:59,,,,8.723,unavailable,unavailable,unavailable,31.7,0.11,0.11,2.597,2025-12-19 14:04:59,39.9347,27.131
2025-12-19 14:09:59,,,,8.828,unavailable,unavailable,unavailable,31.9,0.14,0.14,0.4619,2025-12-19 14:09:59,40.0736,27.131
2025-12-19 14:14:59,,,,9.027,unavailable,unavailable,unavailable,32.1,0.14,0.14,0.4853,2025-12-19 14:14:59,40.5309,27.131
2025-12-19 14:19:59,,,,9.281,unavailable,unavailable,unavailable,32.5,0.13,0.13,0.4927,2025-12-19 14:19:59,40.6776,27.131
2025-12-19 14:24:59,,,,9.641,unavailable,unavailable,unavailable,32.8,0.45,0.45,0.4754,2025-12-19 14:24:59,41.5833,27.131
2025-12-19 14:29:59,,,,9.935,unavailable,unavailable,unavailable,33.3,21.18,21.18,0.4636,2025-12-19 14:29:59,42.4477,27.131
2025-12-19 14:34:59,,,,10.205,unavailable,unavailable,unavailable,33.7,17.47,17.47,0.4556,2025-12-19 14:34:59,42.8722,27.131
2025-12-19 14:39:59,,,,10.451,unavailable,unavailable,unavailable,34.1,13.76,13.76,0.4327,2025-12-19 14:39:59,43.6979,27.131
2025-12-19 14:44:59,,,,10.679,unavailable,unavailable,unavailable,34.6,10.06,10.06,0.4249,2025-12-19 14:44:59,44.5113,27.131
2025-12-19 14:49:59,,,,10.902,unavailable,unavailable,unavailable,35,10.06,10.06,0.4385,2025-12-19 14:49:59,44.5113,27.131
2025-12-19 14:54:59,,,,11.118,unavailable,unavailable,unavailable,35.5,7.75,7.75,0.4066,2025-12-19 14:54:59,45.7181,27.131
2025-12-19 14:58:59,,,,11.221,0,0,0,35.5,7.75,7.75,-0.69,2025-12-19 14:58:59,46.5093,27.131
2025-12-19 15:03:59,,,,11.324,0,0,0,35.9,17.93,17.93,0.0295,2025-12-19 15:03:59,46.8967,27.131
2025-12-19 15:04:59,,,,11.504,unavailable,unavailable,unavailable,36.4,9.68,9.68,0.0295,2025-12-19 15:04:59,46.8967,27.131
