datetime,offpeak,shoulder,peak,export,bat_charge,bat_charge2,bat_discharge,house_load,gen_price,fit_price,aemo_price,pe_datetime,solar_gen
2025-12-19 00:04:59,0,0,0,0.004,unavailable,unavailable,unavailable,0.1,0.21,0.21,0.21,2025-12-19 00:04:59,0
2025-12-19 00:09:59,0,0,0,0.008,unavailable,unavailable,unavailable,0.1,0.29,0.29,0.29,2025-12-19 00:09:59,0
2025-12-19 00:14:59,0,0,0,0.012,unavailable,unavailable,unavailable,0.1,0.22,0.22,0.22,2025-12-19 00:14:59,0
2025-12-19 00:19:59,0,0,0,0.016,unavailable,unavailable,unavailable,0.1,0.24,0.24,0.24,2025-12-19 00:19:59,0
2025-12-19 00:24:59,0,0,0,0.02,unavailable,unavailable,unavailable,0.1,0.22,0.22,0.22,2025-12-19 00:24:59,0
2025-12-19 00:29:59,0,0,0,0.024,unavailable,unavailable,unavailable,0.2,0.2,0.2,0.2,2025-12-19 00:29:59,0
2025-12-19 00:34:59,0,0,0,0.028,unavailable,unavailable,unavailable,0.2,0.19,0.19,0.19,2025-12-19 00:34:59,0
2025-12-19 00:39:59,0,0,0,0.032,unavailable,unavailable,unavailable,0.2,0.2,0.2,0.2,2025-12-19 00:39:59,0
2025-12-19 00:44:59,0,0,0,0.036,unavailable,unavailable,unavailable,0.2,0.18,0.18,0.18,2025-12-19 00:44:59,0
2025-12-19 00:49:59,0,0,0,0.04,unavailable,unavailable,unavailable,0.3,0.19,0.19,0.19,2025-12-19 00:49:59,0
2025-12-19 00:54:59,0,0,0,0.044,unavailable,unavailable,unavailable,0.3,0.2,0.2,0.2,2025-12-19 00:54:59,0
2025-12-19 00:58:59,0,0,0,0.046,0,0,0,0.3,0.2,0.2,0.2,2025-12-19 00:58:59,0
2025-12-19 01:03:59,0,0,0,0.048,0,0,0,0.3,0.24,0.24,0.24,2025-12-19 01:03:59,0
2025-12-19 01:04:59,0,0,0,0.052,unavailable,unavailable,unavailable,0.3,0.21,0.21,0.21,2025-12-19 01:04:59,0
2025-12-19 01:09:59,0,0,0,0.056,unavailable,unavailable,unavailable,0.3,0.22,0.22,0.22,2025-12-19 01:09:59,0
2025-12-19 01:14:59,0,0,0,0.06,unavailable,unavailable,unavailable,0.4,0.22,0.22,0.22,2025-12-19 01:14:59,0
2025-12-19 01:19:59,0,0,0,0.064,unavailable,unavailable,unavailable,0.4,0.22,0.22,0.22,2025-12-19 01:19:59,0
2025-12-19 01:24:59,0,0,0,0.068,unavailable,unavailable,unavailable,0.4,0.21,0.21,0.21,2025-12-19 01:24:59,0
2025-12-19 01:29:59,0,0,0,0.072,unavailable,unavailable,unavailable,0.4,0.21,0.21,0.21,2025-12-19 01:29:59,0
2025-12-19 01:34:59,0,0,0,0.076,unavailable,unavailable,unavailable,0.4,0.2,0.2,0.2,2025-12-19 01:34:59,0
2025-12-19 01:39:59,0,0,0,0.08,unavailable,unavailable,unavailable,0.5,0.2,0.2,0.2,2025-12-19 01:39:59,0
2025-12-19 01:44:59,0,0,0,0.084,unavailable,unavailable,unavailable,0.5,0.2,0.2,0.2,2025-12-19 01:44:59,0
2025-12-19 01:49:59,0,0,0,0.087,unavailable,unavailable,unavailable,0.5,0.19,0.19,0.19,2025-12-19 01:49:59,0
2025-12-19 01:54:59,0,0,0,0.091,unavailable,unavailable,unavailable,0.5,0.2,0.2,0.2,2025-12-19 01:54:59,0
2025-12-19 01:58:59,0,0,0,0.093,0,0,0,0.5,0.2,0.2,0.2,2025-12-19 01:58:59,0
2025-12-19 02:03:59,0,0,0,0.095,0,0,0,0.5,0.17,0.17,0.17,2025-12-19 02:03:59,0
2025-12-19 02:04:59,0,0,0,0.099,unavailable,unavailable,unavailable,0.6,0.18,0.18,0.18,2025-12-19 02:04:59,0
2025-12-19 02:09:59,0,0,0,0.103,unavailable,unavailable,unavailable,0.6,0.16,0.16,0.16,2025-12-19 02:09:59,0
2025-12-19 02:14:59,0,0,0,0.107,unavailable,unavailable,unavailable,0.6,0.17,0.17,0.17,2025-12-19 02:14:59,0
2025-12-19 02:19:59,0,0,0,0.111,unavailable,unavailable,unavailable,0.6,0.16,0.16,0.16,2025-12-19 02:19:59,0
2025-12-19 02:24:59,0,0,0,0.115,unavailable,unavailable,unavailable,0.6,0.16,0.16,0.16,2025-12-19 02:24:59,0
2025-12-19 02:29:59,0,0,0,0.119,unavailable,unavailable,unavailable,0.7,0.17,0.17,0.17,2025-12-19 02:29:59,0
2025-12-19 02:34:59,0,0,0,0.123,unavailable,unavailable,unavailable,0.7,0.15,0.15,0.15,2025-12-19 02:34:59,0
2025-12-19 02:39:59,0,0,0,0.127,unavailable,unavailable,unavailable,0.7,0.15,0.15,0.15,2025-12-19 02:39:59,0
2025-12-19 02:44:59,0,0,0,0.131,unavailable,unavailable,unavailable,0.7,0.14,0.14,0.14,2025-12-19 02:44:59,0
2025-12-19 02:49:59,0,0,0,0.135,unavailable,unavailable,unavailable,0.7,0.14,0.14,0.14,2025-12-19 02:49:59,0
2025-12-19 02:54:59,0,0,0,0.139,unavailable,unavailable,unavailable,0.8,0.14,0.14,0.14,2025-12-19 02:54:59,0
2025-12-19 02:58:59,0,0,0,0.141,0,0,0,0.8,0.14,0.14,0.14,2025-12-19 02:58:59,0
2025-12-19 03:03:59,0,0,0,0.143,0,0,0,0.8,0.14,0.14,0.14,2025-12-19 03:03:59,0
2025-12-19 03:04:59,0,0,0,0.147,unavailable,unavailable,unavailable,0.8,0.14,0.14,0.14,2025-12-19 03:04:59,0
2025-12-19 03:09:59,0,0,0,0.151,unavailable,unavailable,unavailable,0.8,0.14,0.14,0.14,2025-12-19 03:09:59,0
2025-12-19 03:14:59,0,0,0,0.155,unavailable,unavailable,unavailable,0.8,0.14,0.14,0.14,2025-12-19 03:14:59,0
2025-12-19 03:19:59,0,0,0,0.158,unavailable,unavailable,unavailable,0.9,0.14,0.14,0.14,2025-12-19 03:19:59,0
2025-12-19 03:24:59,0,0,0,0.162,unavailable,unavailable,unavailable,0.9,0.14,0.14,0.14,2025-12-19 03:24:59,0
2025-12-19 03:29:59,0,0,0,0.166,unavailable,unavailable,unavailable,1,0.14,0.14,0.14,2025-12-19 03:29:59,0
2025-12-19 03:34:59,0,0,0,0.17,unavailable,unavailable,unavailable,1,0.14,0.14,0.14,2025-12-19 03:34:59,0
2025-12-19 03:39:59,0,0,0,0.174,unavailable,unavailable,unavailable,1,0.14,0.14,0.14,2025-12-19 03:39:59,0
2025-12-19 03:44:59,0,0,0,0.177,unavailable,unavailable,unavailable,1,0.14,0.14,0.14,2025-12-19 03:44:59,0
2025-12-19 03:49:59,0,0,0,0.182,unavailable,unavailable,unavailable,1.1,0.13,0.13,0.13,2025-12-19 03:49:59,0
2025-12-19 03:54:59,0,0,0,0.185,unavailable,unavailable,unavailable,1.1,0.12,0.12,0.12,2025-12-19 03:54:59,0
2025-12-19 03:58:59,0,0,0,0.187,0,0,0,1.1,0.12,0.12,0.12,2025-12-19 03:58:59,0
2025-12-19 04:03:59,0,0,0,0.189,0,0,0,1.1,0.14,0.14,0.14,2025-12-19 04:03:59,0
2025-12-19 04:04:59,0,0,0,0.193,unavailable,unavailable,unavailable,1.1,0.13,0.13,0.13,2025-12-19 04:04:59,0
2025-12-19 04:09:59,0,0,0,0.197,unavailable,unavailable,unavailable,1.1,0.13,0.13,0.13,2025-12-19 04:09:59,0
2025-12-19 04:14:59,0,0,0,0.201,unavailable,unavailable,unavailable,1.2,0.13,0.13,0.13,2025-12-19 04:14:59,0
2025-12-19 04:19:59,0,0,0,0.205,unavailable,unavailable,unavailable,1.2,0.12,0.12,0.12,2025-12-19 04:19:59,0
2025-12-19 04:24:59,0,0,0,0.209,unavailable,unavailable,unavailable,1.2,0.12,0.12,0.12,2025-12-19 04:24:59,0
2025-12-19 04:29:59,0,0,0,0.213,unavailable,unavailable,unavailable,1.2,0.12,0.12,0.12,2025-12-19 04:29:59,0
2025-12-19 04:34:59,0,0,0,0.217,unavailable,unavailable,unavailable,1.2,0.12,0.12,0.12,2025-12-19 04:34:59,0
2025-12-19 04:39:59,0,0,0,0.22,unavailable,unavailable,unavailable,1.3,0.11,0.11,0.11,2025-12-19 04:39:59,0
2025-12-19 04:44:59,0,0,0,0.224,unavailable,unavailable,unavailable,1.3,0.1,0.1,0.1,2025-12-19 04:44:59,0
2025-12-19 04:49:59,0,0,0,0.228,unavailable,unavailable,unavailable,1.3,0.1,0.1,0.1,2025-12-19 04:49:59,0
2025-12-19 04:54:59,0,0,0,0.232,unavailable,unavailable,unavailable,1.3,0.1,0.1,0.1,2025-12-19 04:54:59,0
2025-12-19 04:58:59,0,0,0,0.234,0,0,0,1.3,0.1,0.1,0.1,2025-12-19 04:58:59,0
2025-12-19 05:03:59,0,0,0,0.236,0,0,0,1.3,0.1,0.1,0.1,2025-12-19 05:03:59,0
2025-12-19 05:04:59,0,0,0,0.24,unavailable,unavailable,unavailable,1.4,0.1,0.1,0.1,2025-12-19 05:04:59,0
2025-12-19 05:09:59,0,0,0,0.244,unavailable,unavailable,unavailable,1.4,0.1,0.1,0.1,2025-12-19 05:09:59,0
2025-12-19 05:14:59,0,0,0,0.248,unavailable,unavailable,unavailable,1.4,0.1,0.1,0.1,2025-12-19 05:14:59,0
2025-12-19 05:19:59,0,0,0,0.252,unavailable,unavailable,unavailable,1.4,0.1,0.1,0.1,2025-12-19 05:19:59,0
2025-12-19 05:24:59,0,0,0,0.256,unavailable,unavailable,unavailable,1.4,0.09,0.09,0.09,2025-12-19 05:24:59,0
2025-12-19 05:29:59,0,0,0,0.26,unavailable,unavailable,unavailable,1.5,0.09,0.09,0.09,2025-12-19 05:29:59,0
2025-12-19 05:34:59,0,0,0,0.264,unavailable,unavailable,unavailable,1.5,0.11,0.11,0.11,2025-12-19 05:34:59,0
2025-12-19 05:39:59,0,0,0,0.268,unavailable,unavailable,unavailable,1.5,0.1,0.1,0.1,2025-12-19 05:39:59,0
2025-12-19 05:44:59,0,0,0,0.271,unavailable,unavailable,unavailable,1.5,0.1,0.1,0.1,2025-12-19 05:44:59,0
2025-12-19 05:49:59,0,0,0,0.275,unavailable,unavailable,unavailable,1.6,0.1,0.1,0.1,2025-12-19 05:49:59,0
2025-12-19 05:54:59,0,0,0,0.279,unavailable,unavailable,unavailable,1.6,0.1,0.1,0.1,2025-12-19 05:54:59,0
2025-12-19 05:58:59,0,0,0,0.28,0,0,0,1.6,0.1,0.1,0.1,2025-12-19 05:58:59,0
2025-12-19 06:03:59,0,0,0,0.282,0,0,0,1.6,0.09,0.09,0.09,2025-12-19 06:03:59,0
2025-12-19 06:04:59,0,0,0,0.286,unavailable,unavailable,unavailable,1.7,0.12,0.12,0.12,2025-12-19 06:04:59,0
2025-12-19 06:09:59,0,0,0,0.29,unavailable,unavailable,unavailable,1.7,0.11,0.11,0.11,2025-12-19 06:09:59,0
2025-12-19 06:14:59,0,0,0,0.294,unavailable,unavailable,unavailable,1.7,0.1,0.1,0.1,2025-12-19 06:14:59,0
2025-12-19 06:19:59,0,0,0,0.299,unavailable,unavailable,unavailable,1.7,0.1,0.1,0.1,2025-12-19 06:19:59,0
2025-12-19 06:24:59,0,0,0,0.304,unavailable,unavailable,unavailable,1.8,0.1,0.1,0.1,2025-12-19 06:24:59,0
2025-12-19 06:29:59,0,0,0,0.314,unavailable,unavailable,unavailable,1.8,0.1,0.1,0.1,2025-12-19 06:29:59,0
2025-12-19 06:34:59,0,0,0,0.331,unavailable,unavailable,unavailable,1.8,0.09,0.09,0.09,2025-12-19 06:34:59,0
2025-12-19 06:39:59,0,0,0,0.356,unavailable,unavailable,unavailable,1.8,0.09,0.09,0.09,2025-12-19 06:39:59,0
2025-12-19 06:44:59,0,0,0,0.387,unavailable,unavailable,unavailable,1.9,0.08,0.08,0.08,2025-12-19 06:44:59,0
2025-12-19 06:49:59,0,0,0,0.426,unavailable,unavailable,unavailable,1.9,0.08,0.08,0.08,2025-12-19 06:49:59,0
2025-12-19 06:54:59,0,0,0,0.469,unavailable,unavailable,unavailable,1.9,0.07,0.07,0.07,2025-12-19 06:54:59,0
2025-12-19 06:58:59,0,0,0,0.472,0,0,0,1.9,0.07,0.07,0.07,2025-12-19 06:58:59,0
2025-12-19 07:03:59,0,0,0,0.475,0,0,0,2,0.07,0.07,0.07,2025-12-19 07:03:59,0
2025-12-19 07:04:59,0,0,0,0.481,unavailable,unavailable,unavailable,2.1,0.06,0.06,0.06,2025-12-19 07:04:59,0
2025-12-19 07:09:59,0,0,0,0.516,unavailable,unavailable,unavailable,2.1,0.05,0.05,0.05,2025-12-19 07:09:59,0
2025-12-19 07:14:59,0,0,0,0.548,unavailable,unavailable,unavailable,2.2,0.03,0.03,0.03,2025-12-19 07:14:59,0
2025-12-19 07:19:59,0,0,0,0.596,unavailable,unavailable,unavailable,2.2,0.03,0.03,0.03,2025-12-19 07:19:59,0
2025-12-19 07:24:59,0,0,0,0.651,unavailable,unavailable,unavailable,2.2,0.03,0.03,0.03,2025-12-19 07:24:59,0
2025-12-19 07:29:59,0,0,0,0.683,unavailable,unavailable,unavailable,2.3,0.04,0.04,0.04,2025-12-19 07:29:59,0
2025-12-19 07:34:59,0,0,0,0.752,unavailable,unavailable,unavailable,2.4,0.04,0.04,0.04,2025-12-19 07:34:59,0
2025-12-19 07:39:59,0,0,0,0.828,unavailable,unavailable,unavailable,2.4,0.03,0.03,0.03,2025-12-19 07:39:59,0
2025-12-19 07:44:59,0,0,0,0.91,unavailable,unavailable,unavailable,2.4,0.03,0.03,0.03,2025-12-19 07:44:59,0
2025-12-19 07:49:59,0,0,0,1.008,unavailable,unavailable,unavailable,2.5,0.03,0.03,0.03,2025-12-19 07:49:59,0
2025-12-19 07:54:59,0,0,0,1.115,unavailable,unavailable,unavailable,2.5,0.03,0.03,0.03,2025-12-19 07:54:59,0
2025-12-19 07:58:59,0,0,0,1.169,0,0,0,2.5,0.03,0.03,0.03,2025-12-19 07:58:59,0
2025-12-19 08:03:59,0,0,0,1.222,0,0,0,2.5,0.03,0.03,0.03,2025-12-19 08:03:59,0
2025-12-19 08:04:59,0,0,0,1.302,unavailable,unavailable,unavailable,2.6,0.03,0.03,0.03,2025-12-19 08:04:59,0
2025-12-19 08:09:59,0,0,0,1.385,unavailable,unavailable,unavailable,2.7,0.04,0.04,0.04,2025-12-19 08:09:59,0
2025-12-19 08:14:59,0,0,0,1.483,unavailable,unavailable,unavailable,2.8,0.04,0.04,0.04,2025-12-19 08:14:59,0
2025-12-19 08:19:59,0,0,0,1.593,unavailable,unavailable,unavailable,2.8,0.04,0.04,0.04,2025-12-19 08:19:59,0
2025-12-19 08:24:59,0,0,0,1.715,unavailable,unavailable,unavailable,2.9,0.05,0.05,0.05,2025-12-19 08:24:59,0
2025-12-19 08:29:59,0,0,0,1.851,unavailable,unavailable,unavailable,3,0.02,0.02,0.02,2025-12-19 08:29:59,0
2025-12-19 08:34:59,0,0,0,1.999,unavailable,unavailable,unavailable,3.1,0.05,0.05,0.05,2025-12-19 08:34:59,0
2025-12-19 08:39:59,0,0,0,2.145,unavailable,unavailable,unavailable,3.2,0.04,0.04,0.04,2025-12-19 08:39:59,0
2025-12-19 08:44:59,0,0,0,2.269,unavailable,unavailable,unavailable,3.3,0.05,0.05,0.05,2025-12-19 08:44:59,0
2025-12-19 08:49:59,0,0,0,2.45,unavailable,unavailable,unavailable,3.4,0.06,0.06,0.06,2025-12-19 08:49:59,0
2025-12-19 08:54:59,0,0,0,2.619,unavailable,unavailable,unavailable,3.5,0.07,0.07,0.07,2025-12-19 08:54:59,0
2025-12-19 08:58:59,0,0,0,2.664,0,0,0,3.5,0.07,0.07,0.07,2025-12-19 08:58:59,0
2025-12-19 09:03:59,0,0,0,2.708,0,0,0,3.6,0.02,0.02,0.02,2025-12-19 09:03:59,0.351923
2025-12-19 09:04:59,0,0,0,2.842,unavailable,unavailable,unavailable,3.7,0.04,0.04,0.04,2025-12-19 09:04:59,0.703846
2025-12-19 09:09:59,0,0,0,3.077,unavailable,unavailable,unavailable,3.8,0.04,0.04,0.04,2025-12-19 09:09:59,1.055769
2025-12-19 09:14:59,0,0,0,3.325,unavailable,unavailable,unavailable,3.9,0.05,0.05,0.05,2025-12-19 09:14:59,1.407692
2025-12-19 09:19:59,0,0,0,3.584,unavailable,unavailable,unavailable,4,0.05,0.05,0.05,2025-12-19 09:19:59,1.759615
2025-12-19 09:24:59,0,0,0,3.854,unavailable,unavailable,unavailable,4.1,0.07,0.07,0.07,2025-12-19 09:24:59,2.111538
2025-12-19 09:29:59,0,0,0,4.135,unavailable,unavailable,unavailable,4.2,0.03,0.03,0.03,2025-12-19 09:29:59,2.463462
2025-12-19 09:34:59,0,0,0,4.417,unavailable,unavailable,unavailable,4.3,0.06,0.06,0.06,2025-12-19 09:34:59,2.815385
2025-12-19 09:39:59,0,0,0,4.634,unavailable,unavailable,unavailable,4.6,0.08,0.08,0.08,2025-12-19 09:39:59,3.167308
2025-12-19 09:44:59,0,0,0,5.382,unavailable,unavailable,unavailable,4.9,0.1,0.1,0.1,2025-12-19 09:44:59,3.519231
2025-12-19 09:49:59,0,0,0,6.112,unavailable,unavailable,unavailable,5.2,0.1,0.1,0.1,2025-12-19 09:49:59,3.871154
2025-12-19 09:54:59,0,0,0,6.752,unavailable,unavailable,unavailable,5.5,0.11,0.11,0.11,2025-12-19 09:54:59,4.223077
2025-12-19 09:58:59,0,0,0,7.006,0,0,0,5.5,0.11,0.11,0.11,2025-12-19 09:58:59,4.399038
2025-12-19 10:03:59,0,0,0,7.259,0,0,0,5.9,0.05,0.05,0.05,2025-12-19 10:03:59,4.577692
2025-12-19 10:04:59,0,0,0,7.262,unavailable,unavailable,unavailable,6.2,0.09,0.09,0.09,2025-12-19 10:04:59,4.580385
2025-12-19 10:09:59,0,0,0,7.265,unavailable,unavailable,unavailable,6.6,0.11,0.11,0.11,2025-12-19 10:09:59,4.583077
2025-12-19 10:14:59,0,0,0,7.267,unavailable,unavailable,unavailable,6.9,0.11,0.11,0.11,2025-12-19 10:14:59,4.585769
2025-12-19 10:19:59,0,0,0,7.27,unavailable,unavailable,unavailable,7.3,0.12,0.12,0.12,2025-12-19 10:19:59,4.588462
2025-12-19 10:24:59,0,0,0,7.273,unavailable,unavailable,unavailable,7.7,0.12,0.12,0.12,2025-12-19 10:24:59,4.591154
2025-12-19 10:29:59,0,0,0,7.276,unavailable,unavailable,unavailable,8.1,0.11,0.11,0.11,2025-12-19 10:29:59,4.593846
2025-12-19 10:34:59,0,0,0,7.278,unavailable,unavailable,unavailable,8.4,0.13,0.13,0.13,2025-12-19 10:34:59,4.596538
2025-12-19 10:39:59,0,0,0,7.28,unavailable,unavailable,unavailable,8.8,0.16,0.16,0.16,2025-12-19 10:39:59,4.599231
2025-12-19 10:44:59,0,0,0,7.283,unavailable,unavailable,unavailable,9.3,0.15,0.15,0.15,2025-12-19 10:44:59,4.601923
2025-12-19 10:49:59,0,0,0,7.285,unavailable,unavailable,unavailable,9.7,0.16,0.16,0.16,2025-12-19 10:49:59,4.604615
2025-12-19 10:54:59,0,0.001,0,7.286,unavailable,unavailable,unavailable,10.2,0.16,0.16,0.16,2025-12-19 10:54:59,4.607308
2025-12-19 10:58:59,0.059,0.001,0,7.287,0,0,0,10.2,0.16,0.16,0.16,2025-12-19 10:58:59,4.608654
2025-12-19 11:03:59,0.117,0.001,0,7.288,0,0,0,10.6,0.21,0.21,0.21,2025-12-19 11:03:59,4.61
2025-12-19 11:04:59,1.081,0.001,0,7.288,unavailable,unavailable,unavailable,11.2,0.23,0.23,0.23,2025-12-19 11:04:59,4.61
2025-12-19 11:09:59,2.064,0.001,0,7.288,unavailable,unavailable,unavailable,12.1,0.27,0.27,0.27,2025-12-19 11:09:59,4.61
2025-12-19 11:14:59,3.047,0.001,0,7.288,unavailable,unavailable,unavailable,13,0.3,0.3,0.3,2025-12-19 11:14:59,4.61
2025-12-19 11:19:59,4.021,0.001,0,7.288,unavailable,unavailable,unavailable,13.7,0.32,0.32,0.32,2025-12-19 11:19:59,4.61
2025-12-19 11:24:59,4.972,0.001,0,7.288,unavailable,unavailable,unavailable,14.3,0.31,0.31,0.31,2025-12-19 11:24:59,4.61
2025-12-19 11:29:59,5.95,0.001,0,7.288,unavailable,unavailable,unavailable,15.1,0.21,0.21,0.21,2025-12-19 11:29:59,4.61
2025-12-19 11:34:59,6.926,0.001,0,7.288,unavailable,unavailable,unavailable,15.9,0.29,0.29,0.29,2025-12-19 11:34:59,4.61
2025-12-19 11:39:59,7.89,0.001,0,7.288,unavailable,unavailable,unavailable,16.6,0.26,0.26,0.26,2025-12-19 11:39:59,4.61
2025-12-19 11:44:59,8.837,0.001,0,7.288,unavailable,unavailable,unavailable,17.3,0.19,0.19,0.19,2025-12-19 11:44:59,4.61
2025-12-19 11:49:59,9.752,0.001,0,7.288,unavailable,unavailable,unavailable,17.9,0.34,0.34,0.34,2025-12-19 11:49:59,4.61
2025-12-19 11:54:59,10.66,0.001,0,7.288,unavailable,unavailable,unavailable,18.5,0.26,0.26,0.26,2025-12-19 11:54:59,4.61
2025-12-19 11:58:59,11.117,0.001,0,7.288,0,0,0,18.5,0.26,0.26,0.26,2025-12-19 11:58:59,4.61
2025-12-19 12:03:59,11.573,0.001,0,7.288,0,0,0,19.1,0.34,0.34,0.34,2025-12-19 12:03:59,4.61
2025-12-19 12:04:59,12.473,0.001,0,7.288,unavailable,unavailable,unavailable,19.8,0.32,0.32,0.32,2025-12-19 12:04:59,4.61
2025-12-19 12:09:59,13.37,0.001,0,7.288,unavailable,unavailable,unavailable,20.4,0.26,0.26,0.3714,2025-12-19 12:09:59,4.61
2025-12-19 12:14:59,14.264,0.001,0,7.288,unavailable,unavailable,unavailable,21,0.38,0.38,0.3577,2025-12-19 12:14:59,4.61
2025-12-19 12:19:59,15.021,0.001,0,7.288,unavailable,unavailable,unavailable,21.5,0.37,0.37,0.3482,2025-12-19 12:19:59,4.61
2025-12-19 12:24:59,15.726,0.001,0,7.288,unavailable,unavailable,unavailable,21.9,0.41,0.41,0.5382,2025-12-19 12:24:59,4.61
2025-12-19 12:29:59,16.428,0.001,0,7.288,unavailable,unavailable,unavailable,22.4,0.36,0.36,-0.013,2025-12-19 12:29:59,4.61
2025-12-19 12:34:59,17.116,0.001,0,7.288,unavailable,unavailable,unavailable,22.8,-0.01,-0.01,-0.0129,2025-12-19 12:34:59,4.61
2025-12-19 12:39:59,17.802,0.001,0,7.288,unavailable,unavailable,unavailable,23.3,-0.01,-0.01,-0.0129,2025-12-19 12:39:59,4.61
2025-12-19 12:44:59,18.486,0.001,0,7.288,unavailable,unavailable,unavailable,23.7,-0.01,-0.01,-0.0129,2025-12-19 12:44:59,4.61
2025-12-19 12:49:59,19.169,0.001,0,7.288,unavailable,unavailable,unavailable,24.1,0.01,0.01,0.0401,2025-12-19 12:49:59,4.61
2025-12-19 12:54:59,19.836,0.001,0,7.288,unavailable,unavailable,unavailable,24.6,0.02,0.02,0.08,2025-12-19 12:54:59,4.61
2025-12-19 12:58:59,20.221,0.001,0,7.288,0,0,0,24.6,0.02,0.02,0.08,2025-12-19 12:58:59,4.61
2025-12-19 13:03:59,20.607,0.001,0,7.288,0,0,0,25.2,0.05,0.05,0.08,2025-12-19 13:03:59,4.671769
2025-12-19 13:04:59,21.348,0.001,0,7.288,unavailable,unavailable,unavailable,25.7,0.05,0.05,0.1164,2025-12-19 13:04:59,4.733538
2025-12-19 13:09:59,22.083,0.001,0,7.288,unavailable,unavailable,unavailable,26.2,0.15,0.15,0.1522,2025-12-19 13:09:59,4.795308
2025-12-19 13:14:59,22.956,0.001,0,7.288,unavailable,unavailable,unavailable,26.9,0.17,0.17,0.1739,2025-12-19 13:14:59,4.857077
2025-12-19 13:19:59,23.661,0.001,0,7.288,unavailable,unavailable,unavailable,27.4,0.16,0.16,0.1568,2025-12-19 13:19:59,4.918846
2025-12-19 13:24:59,24.426,0.001,0,7.288,unavailable,unavailable,unavailable,28,0.18,0.18,0.2056,2025-12-19 13:24:59,4.980615
2025-12-19 13:29:59,25.267,0.001,0,7.288,unavailable,unavailable,unavailable,28.7,0.34,0.34,0.0049,2025-12-19 13:29:59,5.042385
2025-12-19 13:34:59,26.1,0.001,0,7.288,unavailable,unavailable,unavailable,29.4,0.02,0.02,0.0049,2025-12-19 13:34:59,5.104154
2025-12-19 13:39:59,26.763,0.001,0,7.288,unavailable,unavailable,unavailable,29.8,0.05,0.05,0.0332,2025-12-19 13:39:59,5.165923
2025-12-19 13:44:59,27.12,0.001,0,7.288,unavailable,unavailable,unavailable,30.3,0.05,0.05,0.087,2025-12-19 13:44:59,5.227692
2025-12-19 13:49:59,27.13,0.001,0,7.574,unavailable,unavailable,unavailable,30.8,0.06,0.06,0.0788,2025-12-19 13:49:59,5.289462
2025-12-19 13:54:59,27.13,0.001,0,7.878,unavailable,unavailable,unavailable,31.2,0.06,0.06,0.0894,2025-12-19 13:54:59,5.351231
2025-12-19 13:58:59,27.13,0.001,0,8.055,0,0,0,31.2,0.06,0.06,0.0894,2025-12-19 13:58:59,5.382115
2025-12-19 14:03:59,27.13,0.001,0,8.232,0,0,0,31.6,0.23,0.23,0.0894,2025-12-19 14:03:59,5.658615
2025-12-19 14:04:59,27.13,0.001,0,8.723,unavailable,unavailable,unavailable,31.7,0.11,0.11,0.1197,2025-12-19 14:04:59,5.904231
2025-12-19 14:09:59,27.13,0.001,0,8.828,unavailable,unavailable,unavailable,31.9,0.14,0.14,0.1434,2025-12-19 14:09:59,6.149846
2025-12-19 14:14:59,27.13,0.001,0,9.027,unavailable,unavailable,unavailable,32.1,0.14,0.14,0.165,2025-12-19 14:14:59,6.395462
2025-12-19 14:19:59,27.13,0.001,0,9.281,unavailable,unavailable,unavailable,32.5,0.13,0.13,0.1072,2025-12-19 14:19:59,6.641077
2025-12-19 14:24:59,27.13,0.001,0,9.641,unavailable,unavailable,unavailable,32.8,0.45,0.45,0.1899,2025-12-19 14:24:59,6.886692
2025-12-19 14:29:59,27.13,0.001,0,9.935,unavailable,unavailable,unavailable,33.3,21.18,21.18,0.1493,2025-12-19 14:29:59,7.132308
2025-12-19 14:34:59,27.13,0.001,0,10.205,unavailable,unavailable,unavailable,33.7,17.47,17.47,0.0782,2025-12-19 14:34:59,7.377923
2025-12-19 14:39:59,27.13,0.001,0,10.451,unavailable,unavailable,unavailable,34.1,13.76,13.76,0.0782,2025-12-19 14:39:59,7.623538
2025-12-19 14:44:59,27.13,0.001,0,10.679,unavailable,unavailable,unavailable,34.6,10.06,10.06,14.001,2025-12-19 14:44:59,7.869154
2025-12-19 14:49:59,27.13,0.001,0,10.902,unavailable,unavailable,unavailable,35,10.06,10.06,14.001,2025-12-19 14:49:59,8.114769
2025-12-19 14:54:59,27.13,0.001,0,11.118,unavailable,unavailable,unavailable,35.5,7.75,7.75,14.0008,2025-12-19 14:54:59,8.360385
2025-12-19 14:58:59,27.13,0.001,0,11.221,0,0,0,35.5,7.75,7.75,14.0008,2025-12-19 14:58:59,8.483192
2025-12-19 15:03:59,27.13,0.001,0,11.324,0,0,0,35.9,17.93,17.93,6.3883,2025-12-19 15:03:59,8.749846
2025-12-19 15:04:59,27.13,0.001,0,11.504,unavailable,unavailable,unavailable,36.4,9.68,9.68,2.597,2025-12-19 15:04:59,8.893692
2025-12-19 15:09:59,27.13,0.001,0,11.692,unavailable,unavailable,unavailable,36.8,1,1,0.4853,2025-12-19 15:09:59,9.037538
2025-12-19 15:14:59,27.13,0.001,0,11.875,unavailable,unavailable,unavailable,37.3,0.98,0.98,0.4927,2025-12-19 15:14:59,9.181385
